x,y,z
1.4585000000000001,0.0,0.22000000000000003
1.4581779837292255,0.030646659970881396,0.16872351763292529
1.457212077110222,0.06127978723945835,0.11723652530935698
1.4556027066601605,0.09188585507908678,0.06768472246932047
1.4533505830317268,0.12245134871180467,0.022050432178847546
1.450456700699315,0.1529627712760776,-0.017932432761325345
1.4469223375198974,0.18340664978663274,-0.05085163567976003
1.442749054168757,0.21376954108375013,-0.0756749237385735
1.4379386934503393,0.24403803776938307,-0.09179085433743575
1.4324933794845207,0.27419877412748817,-0.09903039461278255
1.426415516768656,0.30423843202594925,-0.0976684022060064
1.419707789115822,0.334143746797489,-0.08840498784497677
1.4123731584697203,0.3639015130969734,-0.07232765190531527
1.4044148635967655,0.3934985907325199,-0.05085593869151854
1.395836418655938,0.42292191046783645,-0.02567112617417209
1.3866416116470315,0.452158479793228,0.0013658687683773495
1.3768345027379763,0.48119538866272366,0.02830466811014438
1.3664194224719852,0.510019815194789,0.053199634341579795
1.3554009698553071,0.5386190313341082,0.07420385893212642
1.3437840103264358,0.5669804084719348,0.08965870991703953
1.3315736736076682,0.5950914230225299,0.09817490738888641
1.3187753514399643,0.6229396619532259,0.09870147049700764
1.3053946952021058,0.6505128282656705,0.0905794162354669
1.2914376134152068,0.6777987464258365,0.07357776518589065
1.2769102691336762,0.7047853677403942,0.04791019273913251
1.2618190772237876,0.7314607756770759,0.014231521629561029
1.2461707015310537,0.7578131911266799,-0.02638585490444976
1.2299720519376607,0.7838309776043945,-0.07249463975300767
1.2132302813112588,0.8095026463881414,-0.12233256097365788
1.195952782346456,0.834816861591673,-0.1738969678940792
1.178147184300414,0.8597624451701795,-0.2250308447098405
1.1598213496239822,0.8843283818561998,-0.27351648039503434
1.14098337048986,0.9085038240236522,-0.3171726873541161
1.1216415652193221,0.9322780964778422,-0.35395129542299897
1.1018044746090825,0.9556407011693275,-0.382028669978709
1.0814808581599171,0.9785813218295601,-0.3998882121724826
1.0606796902087174,1.0010898285262615,-0.4063901865611603
1.0394101559656734,1.0231562821365145,-0.40082576974272105
1.0176816474583452,1.0447709387356008,-0.38295289898085766
0.9955037593844072,1.0659242538996438,-0.3530122921737877
0.9728862848748994,1.086606886920158,-0.3117228751147957
0.9498392111698578,1.1068097049286396,-0.2602567508532395
0.9263727152082287,1.1265237869293903,-0.2001947396269667
0.9024971591340201,1.1457404277387717,-0.13346436705299355
0.8782230857206696,1.1644511418291734,-0.06226294573218184
0.8535612137156543,1.1826476670759807,0.01103095256805231
0.8285224331073907,1.2003219684058979,0.08395382908518503
0.8031178003165256,1.21746624134501,0.15405724803440396
0.7773585333137294,1.2340729154650172,0.21900717776735892
0.7512560066661578,1.2501346577261259,0.2766784048935833
0.7248217465147623,1.2656443757151097,0.32523995874100664
0.698067425484671,1.2805952207771212,0.36322787686632835
0.6710048575308856,1.2949805910398644,0.3896021961138332
0.6436459927215721,1.3087941343287959,0.4037857436325427
0.6160029119612471,1.3220297509720667,0.4056830979881158
0.5880878216561901,1.3346815964939642,0.39567895709359824
0.5599130483244373,1.346744084195671,0.37461604906983903
0.5314910331527402,1.3582118876221903,0.3437536148354202
0.5028343265028858,1.3690799429143607,0.3047083380231611
0.4739555823698124,1.3793434510449136,0.25938036155751265
0.44486755279395834,1.3889978799375882,0.20986767739661275
0.41558308223032314,1.3980389664683686,0.15837267817010883
0.38611510187671644,1.40646271834796,0.10710499473549515
0.35647662396370494,1.4142654158846704,0.05818489738544972
0.32668073600877734,1.4214436136269226,0.013551503910688
0.29674059503726635,1.427994141884668,-0.02512018341634268
0.2666694217725759,1.433914108129033,-0.05648978778624218
0.2364804947982811,1.439200898269578,-0.079606547653894
0.20618714469468094,1.4438521778086062,-0.09394641095603322
0.1758027481523886,1.4478658928720118,-0.09942965396364527
0.14534072206556192,1.4512402711162138,-0.09641830957510242
0.11481451760737907,1.4539738225107717,-0.08569358524794025
0.08423761429038137,1.4560653399963428,-0.06841433749153664
0.0536235140142987,1.4575139000176838,-0.046058508816961344
0.022985735103991163,1.4583188629314678,-0.020350187290998634
-0.007662193659863763,1.458479873288733,0.006824414867009248
-0.038306739014698055,1.4579968599918383,0.03350827691011726
-0.06893436919196216,1.4568700363258578,0.05776806997530235
-0.09953155989237247,1.4550998998644014,0.07778759196063567
-0.13008480025786245,1.4526872322498992,0.0919559336826161
-0.1605805988375951,1.4496330988484498,0.09894640620807911
-0.19100548954540914,1.4459388482793867,0.09778266801075572
-0.22134603760606425,1.441606111819763,0.08788905702492762
-0.2515888454876578,1.4366368026840284,0.06912283180119623
-0.28172055881759905,1.431033115179205,0.04178682700634577
-0.3117278722795236,1.4247975237359451,0.00662189615153459
-0.3415975354885476,1.4179327818158909,-0.0352205895581972
-0.37131635884226294,1.4104419206958236,-0.08222503248023405
-0.4008712193448957,1.402328248129138,-0.13257470138611083
-0.43024906640205085,1.3935953468852298,-0.18422888961731068
-0.45943692758348886,1.3842470731674472,-0.2350107744237087
-0.4884219143513834,1.3742875549102997,-0.2827021332056786
-0.5171912277515383,1.3637211899566775,-0.325140761124236
-0.5457321640650452,1.3525526441158893,-0.36031630598759756
-0.5740321204178889,1.3407868491033699,-0.38646029623036104
-0.6020786003460197,1.3284290003629768,-0.4021263836446162
-0.6298592193134417,1.3154845547728269,-0.4062572435908315
-0.657361710180876,1.3019592282356902,-0.39823515328891385
-0.6845739286225819,1.2878589931550133,-0.3779139781430141
-0.7114838584889507,1.2731900757976695,-0.3456311057748821
-0.7380796171124989,1.2579589535446167,-0.30219874199606134
-0.7643494605549195,1.242172352030669,-0.24887488394617727
-0.7902817887928741,1.2258372421746435,-0.18731517349955912
-0.8158651508402388,1.2089608371012002,-0.11950766980100813
-0.8410882498045338,1.1915505889557299,-0.04769332672332784
-0.8659399478753155,1.1736141856136948,0.02572441366797021
-0.8904092712423202,1.1551595472858804,0.098277024373869
-0.9144854149411884,1.1361948230210532,0.1675311000230302
-0.9381577476246337,1.11672838710757,0.23118705064150097
-0.9614158162569465,1.0967688353755267,0.28717203273730346
-0.9842493507297597,1.0763249814010856,0.33372311996880216
-1.0066482683970412,1.055405852614642,0.36945714271189417
-1.0286026785273041,1.034020686314571,0.39342420900848596
-1.0501028866710764,1.0121789255882938,0.405142633047116
-1.0711393989416977,0.9898902151424768,0.4046138101442839
-1.091702926207551,0.9671643970441999,0.3923164534581837
-1.111784388193883,0.944011506374977,0.3691805088889065
-1.1313749174923962,0.9204417667995483,0.33654195122502034
-1.150465863476849,0.8964655860513936,0.29608049766069866
-1.1690487961229263,0.8720935513369751,0.24974301776758834
-1.1871155097307025,0.8473364246607215,0.19965603926871167
-1.204658026548047,0.8222051380728319,0.14803121933825564
-1.221668600293376,0.7967107888419884,0.09706795104946433
-1.2381397195761903,0.7708646345551166,0.04885739092437284
-1.254064111213895,0.7446780881463504,0.005292121292739993
-1.2694347434434332,0.7181627128574032,-0.032014596370936066
-1.284244829026314,0.6913302171315631,-0.06179645235700517
-1.2984878282456638,0.6641924494435776,-0.08318566526644093
-1.3121574517939851,0.6367613930676985,-0.0957462806288645
-1.3252476635503339,0.6090491607862056,-0.09948778040121567
-1.3377526832457032,0.5810679895407431,-0.09485846602165253
-1.3496669890154265,0.552830235028831,-0.08271897452217439
-1.3609853198374768,0.5243483662479371,-0.06429716746125927
-1.3717026778555879,0.4956349599895165,-0.04112645732800009
-1.381814330586164,0.4667026952854581,-0.014970369240404286
-1.3913158130080148,0.43756434780937886,0.012263255093724428
-1.40020292953398,0.4082327842352461,0.038614545903954064
-1.408471755863584,0.37872095655581695,0.06216623389816876
-1.4161186407158968,0.3490418963634029,0.0811363628284332
-1.4231402074418367,0.3192087090954852,0.0939649148491561
-1.429533355515202,0.2892345682477234,0.09939044672792734
-1.4352952619017787,0.25913270955690837,0.09651327693490948
-1.44042338230591,0.22891642515643634,0.08484235880239233
-1.4449154522939884,0.19859905770687575,0.06432369708878527
-1.448769488294364,0.16819399450422343,0.03534898258073973
-1.4519837884732347,0.13771466156845225,-0.0012560041932195177
-1.4545569334861272,0.10717451771495841,-0.044262772111861935
-1.4564877871046416,0.07658704861152808,-0.09208995552107599
-1.4577754967181753,0.04596576082344371,-0.1428694610606272
-1.4584194937104131,0.015324175849368663,-0.19452605283288443
-1.4584194937104131,-0.015324175849368302,-0.244866903167144
-1.4577754967181753,-0.04596576082344334,-0.2916771883837332
-1.4564877871046416,-0.07658704861152774,-0.3328175333921746
-1.4545569334861272,-0.1071745177149587,-0.36631901789738697
-1.4519837884732347,-0.13771466156845252,-0.39047155455075905
-1.448769488294364,-0.16819399450422307,-0.4039017313836778
-1.4449154522939884,-0.1985990577068754,-0.40563666499872986
-1.44042338230591,-0.22891642515643604,-0.39515101739136294
-1.4352952619017787,-0.2591327095569079,-0.3723950613532315
-1.429533355515202,-0.2892345682477231,-0.3378025050541972
-1.4231402074418367,-0.3192087090954855,-0.2922776693774967
-1.4161186407158968,-0.34904189636340316,-0.23716251312714814
-1.408471755863584,-0.3787209565558166,-0.1741848817491098
-1.40020292953398,-0.4082327842352457,-0.10539017603536989
-1.391315813008015,-0.43756434780937853,-0.033059362357670166
-1.3818143305861643,-0.4667026952854578,0.04038315654775186
-1.371702677855588,-0.4956349599895161,0.11246784759967818
-1.360985319837477,-0.5243483662479368,0.18078029726979844
-1.3496669890154265,-0.5528302350288313,0.2430590873690756
-1.3377526832457032,-0.5810679895407433,0.29728708262335946
-1.325247663550334,-0.6090491607862052,0.34177220421970816
-1.3121574517939851,-0.6367613930676982,0.37521422350964667
-1.2984878282456642,-0.6641924494435772,0.39675472157422054
-1.284244829026314,-0.6913302171315627,0.40600809652261266
-1.2694347434434337,-0.7181627128574029,0.40307232887184175
-1.254064111213895,-0.7446780881463507,0.38851909974869003
-1.23813971957619,-0.7708646345551169,0.3633637581244255
-1.2216686002933763,-0.7967107888419881,0.32901651225302286
-1.2046580265480475,-0.8222051380728315,0.2872170383472116
-1.187115509730703,-0.8473364246607213,0.23995542040115359
-1.1690487961229263,-0.8720935513369747,0.18938292733386622
-1.1504658634768492,-0.8964655860513933,0.13771657132672005
-1.1313749174923964,-0.920441766799548,0.08714165520801179
-1.111784388193883,-0.9440115063749774,0.039716595489794074
-1.0917029262075508,-0.9671643970442,-0.0027158021707715642
-1.071139398941698,-0.9898902151424765,-0.038606731791897775
-1.0501028866710764,-1.0121789255882936,-0.06676602098232172
-1.0286026785273044,-1.0340206863145707,-0.08641020497580035
-1.0066482683970412,-1.0554058526146415,-0.0971919730039967
-0.9842493507297598,-1.0763249814010851,-0.09920974687449977
-0.9614158162569462,-1.0967688353755272,-0.09299703321896852
-0.938157747624634,-1.1167283871075697,-0.07949208755526899
-0.9144854149411886,-1.1361948230210532,-0.05998930054135082
-0.8904092712423205,-1.1551595472858804,-0.03607452614578634
-0.8659399478753158,-1.1736141856136946,-0.009547282254675575
-0.8410882498045339,-1.1915505889557296,0.01766666484287164
-0.8158651508402389,-1.2089608371012,0.04360839519382885
-0.7902817887928744,-1.2258372421746433,0.0663804210060687
-0.7643494605549191,-1.2421723520306691,0.08423850945963712
-0.7380796171124986,-1.257958953544617,0.09567661063237583
-0.7114838584889505,-1.2731900757976695,0.09950106369760765
-0.6845739286225816,-1.2878589931550133,0.09489072894531855
-0.6573617101808757,-1.3019592282356904,0.08144031603469774
-0.6298592193134415,-1.3154845547728269,0.05918492276133911
-0.6020786003460202,-1.3284290003629766,0.028604630738533567
-0.5740321204178894,-1.3407868491033694,-0.009391111921406469
-0.5457321640650459,-1.3525526441158888,-0.0534986945310558
-0.5171912277515387,-1.3637211899566775,-0.10207363854322715
-0.4884219143513837,-1.3742875549102995,-0.15319968305030546
-0.4594369275834892,-1.384247073167447,-0.20477065756531937
-0.4302490664020513,-1.3935953468852296,-0.2545815668337651
-0.40087121934489583,-1.402328248129138,-0.30042489767921937
-0.37131635884226294,-1.4104419206958236,-0.34018791849333513
-0.3415975354885476,-1.4179327818158909,-0.3719466885815276
-0.31172787227952364,-1.4247975237359451,-0.39405262962536247
-0.2817205588175988,-1.431033115179205,-0.4052078291874503
-0.2515888454876575,-1.4366368026840284,-0.40452573259331714
-0.22134603760606394,-1.441606111819763,-0.39157451338056504
-0.19100548954540883,-1.4459388482793867,-0.3664011660200947
-0.1605805988375958,-1.4496330988484498,-0.3295352047299622
-0.13008480025786312,-1.452687232249899,-0.281971742045946
-0.09953155989237317,-1.4550998998644014,-0.22513462131587123
-0.06893436919196252,-1.4568700363258578,-0.16082114890225668
-0.03830673901469841,-1.4579968599918383,-0.09113077632731456
-0.007662193659864121,-1.458479873288733,-0.018380784538911298
0.02298573510399081,-1.458318862931468,0.05498740892092317
0.05362351401429867,-1.4575139000176838,0.126507288782633
0.08423761429038136,-1.4560653399963428,0.19378736195594612
0.11481451760737901,-1.4539738225107717,0.2546080461754355
0.14534072206556187,-1.4512402711162138,0.30701115648168775
0.1758027481523889,-1.4478658928720118,0.3493781425253538
0.2061871446946812,-1.4438521778086062,0.3804937218334672
0.23648049479828134,-1.439200898269578,0.3995921929688311
0.26666942177257624,-1.433914108129033,0.40638446988055293
0.2967405950372657,-1.4279941418846682,0.40106472141679783
0.3266807360087767,-1.4214436136269228,0.3842963909357877
0.3564766239637042,-1.4142654158846706,0.3571782710785273
0.386115101876716,-1.4064627183479603,0.3211921785322199
0.4155830822303229,-1.3980389664683688,0.27813457483555154
0.44486755279395795,-1.3889978799375884,0.2300351767966406
0.47395558236981206,-1.3793434510449138,0.17906616332007438
0.5028343265028858,-1.3690799429143607,0.12744598969242987
0.53149103315274,-1.3582118876221903,0.07734204797473612
0.5599130483244373,-1.346744084195671,0.030776453188393282
0.5880878216561901,-1.3346815964939642,-0.010460912240106679
0.6160029119612473,-1.3220297509720664,-0.04488829220653172
0.6436459927215724,-1.3087941343287957,-0.07139358125476011
0.6710048575308858,-1.2949805910398642,-0.08927881309762564
0.6980674254846713,-1.280595220777121,-0.09828570496568108
0.7248217465147617,-1.2656443757151101,-0.09860119087463044
0.7512560066661573,-1.2501346577261263,-0.0908427646721581
0.777358533313729,-1.2340729154650176,-0.07602434866710728
0.803117800316525,-1.2174662413450101,-0.05550426631081031
0.8285224331073906,-1.200321968405898,-0.03091768977284291
0.8535612137156539,-1.182647667075981,-0.0040966204146372755
0.8782230857206696,-1.1644511418291734,0.023018988163817772
0.9024971591340201,-1.145740427738772,0.048474962953066726
0.9263727152082287,-1.1265237869293903,0.07039728387317694
0.9498392111698578,-1.1068097049286396,0.08708285096714335
0.9728862848748996,-1.0866068869201577,0.09708256127513984
0.9955037593844074,-1.0659242538996438,0.09927295044324609
1.0176816474583454,-1.0447709387356006,0.09291316010320486
1.0394101559656737,-1.0231562821365143,0.07768464150525276
1.0606796902087177,-1.001089828526261,0.053711770178514716
1.081480858159917,-0.9785813218295607,0.021562391854269846
1.1018044746090818,-0.9556407011693281,-0.01777179074267916
1.121641565219322,-0.932278096477843,-0.06291418655020095
1.1409833704898598,-0.9085038240236527,-0.11215997721523996
1.159821349623982,-0.8843283818562,-0.16354802070165442
1.1781471843004139,-0.8597624451701797,-0.21494486816817093
1.195952782346456,-0.8348168615916732,-0.2641372226634963
1.2132302813112585,-0.8095026463881416,-0.3089287872791274
1.2299720519376607,-0.7838309776043945,-0.34723724761314056
1.2461707015310537,-0.7578131911266799,-0.37718711775794905
1.2618190772237876,-0.7314607756770759,-0.3971943513279575
1.2769102691336764,-0.7047853677403941,-0.4060389718145586
1.291437613415207,-0.6777987464258363,-0.402922494381175
1.3053946952021058,-0.65051282826567,-0.3875075714093405
1.3187753514399643,-0.6229396619532255,-0.3599380677305609
1.3315736736076678,-0.5950914230225306,-0.32083862458429385
1.3437840103264356,-0.5669804084719352,-0.2712936664835469
1.3554009698553071,-0.5386190313341086,-0.21280670304370522
1.366419422471985,-0.5100198151947894,-0.14724163900595616
1.376834502737976,-0.4811953886627241,-0.07674859233951989
1.3866416116470315,-0.4521584797932284,-0.0036773978807134572
1.395836418655938,-0.4229219104678366,0.0695174873046797
1.4044148635967653,-0.3934985907325201,0.1403765844346764
1.4123731584697201,-0.3639015130969735,0.20653520982738632
1.419707789115822,-0.334143746797489,0.26581920898225675
1.426415516768656,-0.30423843202594913,0.31633248754470716
