crown_node_location,translation_x,translation_y,translation_z,rotation_axis_x,rotation_axis_y,rotation_axis_z,rotation_angle_degrees
1,159.83072289156627,172.23071034136547,8.359766960144043,0.4693961118842861,-0.3749224312412331,0.0,36.92357030992243
3,159.4971186440678,162.6933474576271,22.359766960144043,0.5851098322803433,0.22021202473724452,-0.0,38.695213447862585
5,158.3864600161551,154.62270294830373,36.35976696014404,0.4153021743463951,-0.13722126389245737,0.0,25.937147633667756
7,158.3721372969314,149.07421875,50.35976696014404,0.14794696689997366,0.10298670417284848,-0.0,10.385049627688039
9,161.22302827380952,148.97331762566137,64.35976696014404,0.13071860650115638,0.053750916937342706,-0.0,8.12529532004196
11,161.47154588445807,148.08045756646217,78.35976696014404,-0.17553748470285396,0.14404862316093206,0.0,13.124972165754752
13,163.25153374233128,150.01373977505114,92.35976696014404,-0.04753010605339429,0.16131714632873861,0.0,9.681640573975196
15,166.523905664794,150.92765390917603,106.35976696014404,-0.09446518824032622,0.09859359640451242,0.0,7.847933671639898
17,166.38287051361385,153.18613668007427,120.35976696014404,-0.24959959342397658,0.2113677206313234,0.0,19.091170258854575
19,169.75254360465115,158.16919513081396,134.35976696014404,-0.243391162989477,-0.010280254371070543,0.0,14.099595982654032
21,169.50198047969187,158.00134585084032,148.35976696014404,-0.16605528590172952,0.22515743121835863,0.0,16.24636863363615
23,171.37285120673954,158.8072347449909,162.35976696014404,0.11051418914555254,0.031287057185464255,-0.0,6.595411121407244
25,172.76456894985466,163.0540061773256,176.35976696014404,-0.35613995212003186,-0.11422053615082581,0.0,21.96301546448551
27,170.7842987804878,166.6654280995935,190.35976696014404,-0.24804546888338921,0.12460899370203198,0.0,16.116178960902772
29,176.14366824127907,171.54841933139534,204.35976696014404,-0.2081759205977599,0.14557383657546935,0.0,14.715849265643005
31,177.95097222222222,173.06055555555557,218.35976696014404,-0.25812735207155185,0.40683404783994553,0.0,28.803872573331596
33,181.33595341140528,175.98116089613035,232.35976696014404,-0.27866889784135507,0.09346597621520937,0.0,17.093121301111218
35,186.27817724920385,182.6543093152866,246.35976696014404,-0.13819134298373967,0.1539229840063323,0.0,11.938130576796437
37,188.70678430316093,182.5574488146552,260.35976696014404,-0.24226903786980739,0.42249507801277436,0.0,29.145434166109556
39,192.9598341112013,187.92296570616884,274.35976696014404,-0.2893807801159217,0.16914152444199185,0.0,19.58388850809769
41,196.68602195945945,192.11595579954957,288.35976696014404,-0.2556811770756233,0.2753572639676024,0.0,22.0712035509969
